equipment_id,timestamp,health_state,health_state_name,tool_wear_min,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,maintenance_action,original_type,operating_hours,equipment_age_cycles
EQUIP_001,2024-08-12 06:32:16.408640,2,Fair,73.75239510828254,302.222862736046,313.15638961356336,1244.6177152634014,47.65398718850394,None,L,464,0
EQUIP_001,2024-08-12 14:32:16.408640,3,Good,73.8285514271481,303.59725728451843,313.42923234517883,1237.1302852406395,50.46114367450259,None,L,472,0
EQUIP_001,2024-08-12 22:32:16.408640,2,Fair,73.93296447997281,303.8892903429603,314.09127061027533,1231.4871481929233,46.62228962211525,None,L,480,0
EQUIP_001,2024-08-13 06:32:16.408640,1,Poor,74.02430654400112,302.838564749874,315.26526874154365,1269.5485124717397,48.219667252810765,None,L,488,0
EQUIP_001,2024-08-13 14:32:16.408640,1,Poor,74.08952415973579,302.4202598235584,316.0362556056065,1240.9951801358065,52.318032894794456,None,L,496,0
EQUIP_001,2024-08-13 22:32:16.408640,1,Poor,74.15779784319076,303.3173366833416,315.9387797006344,1255.423361966517,49.03912023699254,None,L,504,0
EQUIP_001,2024-08-14 06:32:16.408640,1,Poor,74.22093063354052,300.4898573528623,315.8657286995163,1255.4016566296418,49.654430998535496,None,L,512,0
EQUIP_001,2024-08-14 14:32:16.408640,1,Poor,74.4437227299095,302.377513736561,315.1402583896794,1243.2380399490235,49.914824492254226,None,L,520,0
EQUIP_001,2024-08-14 22:32:16.408640,2,Fair,74.58975941641421,302.293513409135,314.23271767103427,1259.1729655645813,46.969242657011044,None,L,528,0
EQUIP_001,2024-08-15 06:32:16.408640,1,Poor,74.69906714226276,301.3176793046994,314.77167391267204,1229.605153670168,54.204649123945,None,L,536,0
EQUIP_001,2024-08-15 14:32:16.408640,2,Fair,74.76343900044088,301.44759519446995,312.72351338133694,1205.7560906210506,49.559675726239966,None,L,544,0
EQUIP_001,2024-08-15 22:32:16.408640,1,Poor,75.04880950041749,302.3368750064864,314.40715659548886,1259.471320734799,51.72678095664703,None,L,552,0
EQUIP_001,2024-08-16 06:32:16.408640,3,Good,75.09817024462899,301.72841370286835,311.6761062178922,1283.5184365382922,49.324110066895884,None,L,560,0
EQUIP_001,2024-08-16 14:32:16.408640,1,Poor,75.33916933213064,302.0398106173264,314.93429955690976,1213.2147613066827,50.03426413221615,None,L,568,0
EQUIP_001,2024-08-16 22:32:16.408640,3,Good,75.5019678078342,303.892415623294,309.7489092543427,1216.3857450066496,48.108444119921906,None,L,576,0
EQUIP_001,2024-08-17 06:32:16.408640,1,Poor,75.55014491480394,301.171107460056,313.9416630801092,1251.8576832275628,52.16624601179556,None,L,584,0
EQUIP_001,2024-08-17 14:32:16.408640,2,Fair,75.6831913646672,304.778753256401,315.18872830283675,1223.4865601475883,53.261082682471184,None,L,592,0
EQUIP_001,2024-08-17 22:32:16.408640,3,Good,75.7218192382172,300.8563017147944,310.60290937035603,1251.9693691953587,50.0451325904684,None,L,600,0
EQUIP_001,2024-08-18 06:32:16.408640,2,Fair,75.81364730764275,301.8222518019634,312.6207579254531,1224.298577658585,49.13503591585982,None,L,608,0
EQUIP_001,2024-08-18 14:32:16.408640,1,Poor,75.90015210159741,301.43331771967866,314.21055216140894,1230.1810723276933,50.485075147531326,None,L,616,0
EQUIP_001,2024-08-18 22:32:16.408640,2,Fair,76.00242156155049,302.85111843234927,313.92468881357314,1273.9273876968462,53.35025282513572,None,L,624,0
EQUIP_001,2024-08-19 06:32:16.408640,2,Fair,76.0498832194521,302.89453133717814,314.0372368542259,1174.7321306861447,49.049296528307686,None,L,632,0
EQUIP_001,2024-08-19 14:32:16.408640,1,Poor,76.11494462041416,301.11296492642333,314.0184992001954,1288.9158663069934,46.66549596770604,None,L,640,0
EQUIP_001,2024-08-19 22:32:16.408640,2,Fair,76.15416332982127,301.899253204492,312.6590292247104,1246.9001036934803,52.29293268789609,None,L,648,0
EQUIP_001,2024-08-20 06:32:16.408640,2,Fair,76.29788850567795,300.4570698506322,311.9874560933466,1234.232408709526,50.192219535362355,None,L,656,0
EQUIP_001,2024-08-20 14:32:16.408640,2,Fair,76.38693708023021,302.1379092493229,313.4128172808274,1232.7994354183368,48.778971315064275,None,L,664,0
EQUIP_001,2024-08-20 22:32:16.408640,1,Poor,76.5143078036255,302.86597986831976,315.21664001957424,1184.323313284333,50.761549226980016,None,L,672,0
EQUIP_001,2024-08-21 06:32:16.408640,2,Fair,76.70171398302273,301.87542125764435,312.54434726326303,1183.2811898731584,52.198795433583754,None,L,680,0
EQUIP_001,2024-08-21 14:32:16.408640,1,Poor,76.7415951847843,302.0511338131065,314.884665142548,1247.838822571571,50.220084851852384,None,L,688,0
EQUIP_001,2024-08-21 22:32:16.408640,2,Fair,76.76128630388966,303.4901144630003,314.39503753493324,1255.1300137812632,52.02343452259303,None,L,696,0
EQUIP_001,2024-08-22 06:32:16.408640,2,Fair,76.85002926557064,301.16554817724864,312.3261450069255,1260.2950522992187,50.85847374191608,None,L,704,0
EQUIP_001,2024-08-22 14:32:16.408640,1,Poor,77.01987912471841,301.76972760102944,315.607133406969,1219.28672796579,49.14594261809747,None,L,712,0
EQUIP_001,2024-08-22 22:32:16.408640,2,Fair,77.07238750055078,303.7410581277538,315.17311349524954,1194.5209137815464,50.61526439749082,None,L,720,0
EQUIP_001,2024-08-23 06:32:16.408640,2,Fair,77.0855632578322,303.85383443615706,313.8812567481773,1283.06524725554,49.61336243246381,None,L,728,0
EQUIP_001,2024-08-23 14:32:16.408640,2,Fair,77.17196180189545,304.15124233171974,314.51973151408333,1232.5233385851088,50.95255587048411,None,L,736,0
EQUIP_001,2024-08-23 22:32:16.408640,2,Fair,77.44537509439317,303.6981343552372,313.88663200655014,1229.2624830385998,49.85879064329355,None,L,744,0
EQUIP_001,2024-08-24 06:32:16.408640,3,Good,77.5899779438929,304.93576940144703,314.4159825392842,1214.5546304492823,49.77418803015779,None,L,752,0
EQUIP_001,2024-08-24 14:32:16.408640,1,Poor,77.62356564823789,300.5817772555427,313.2419771740414,1239.6576075888063,52.684180687880556,None,L,760,0
EQUIP_001,2024-08-24 22:32:16.408640,1,Poor,77.66444520212639,301.1314171092996,313.3678708583715,1226.3752708672812,47.31912696087201,None,L,768,0
EQUIP_001,2024-08-25 06:32:16.408640,3,Good,77.73374295517019,303.02219134370915,312.01726372182736,1237.0085222709936,48.399217398137274,None,L,776,0
EQUIP_001,2024-08-25 14:32:16.408640,1,Poor,77.80690036773055,301.5970686581596,313.8323128036972,1209.8534724407334,51.45565226738828,None,L,784,0
EQUIP_001,2024-08-25 22:32:16.408640,1,Poor,77.85841797846685,301.73262592010104,317.599504532475,1202.966331029079,52.93810041248675,None,L,792,0
EQUIP_001,2024-08-26 06:32:16.408640,1,Poor,77.86098212541721,301.0795985035289,313.9166776953494,1231.915290345861,49.531628438061226,None,L,800,0
EQUIP_001,2024-08-26 14:32:16.408640,2,Fair,77.88247932582698,301.4938378884911,313.03738133773754,1224.3984091345835,51.06658120624368,None,L,808,0
EQUIP_001,2024-08-26 22:32:16.408640,2,Fair,77.92522575442028,301.5698113484715,312.4676436630527,1227.7560615034115,49.791818185675275,None,L,816,0
EQUIP_001,2024-08-27 06:32:16.408640,2,Fair,77.95194597553902,303.0382863638304,314.86409386042294,1206.1319143198377,50.54935837082786,None,L,824,0
EQUIP_001,2024-08-27 14:32:16.408640,2,Fair,78.05268252491499,301.61935544927115,312.14388231786364,1190.6990448608492,53.724787406296535,None,L,832,0
EQUIP_001,2024-08-27 22:32:16.408640,1,Poor,78.10662334296254,303.3864622870705,315.6441155158076,1188.8037729715234,51.636255213734074,None,L,840,0
EQUIP_001,2024-08-28 06:32:16.408640,1,Poor,78.12797666609966,300.48571654305846,312.75426805819103,1245.2318598566414,50.004715838597825,None,L,848,0
EQUIP_001,2024-08-28 14:32:16.408640,1,Poor,78.18997353607521,302.24107399446194,316.94528753955797,1238.8303822141818,48.77962069508767,None,L,856,0
EQUIP_001,2024-08-28 22:32:16.408640,1,Poor,78.24912504131792,300.9666283647887,313.7564989303568,1190.92140948827,51.21725928326214,None,L,864,0
EQUIP_001,2024-08-29 06:32:16.408640,1,Poor,78.4181063719004,302.78871253946966,316.1136877938033,1256.754557434407,47.997315001484445,None,L,872,0
EQUIP_001,2024-08-29 14:32:16.408640,3,Good,78.53890984723995,302.69676540792256,309.9235559903042,1216.5976098678068,50.49464949712379,None,L,880,0
EQUIP_001,2024-08-29 22:32:16.408640,1,Poor,78.58867441649205,300.84500757625335,315.6810968812078,1205.3324248600989,51.27491630685918,None,L,888,0
EQUIP_001,2024-08-30 06:32:16.408640,2,Fair,78.60233051290514,302.39850282273443,313.8775201511315,1236.2192745436191,46.93438482497295,None,L,896,0
EQUIP_001,2024-08-30 14:32:16.408640,2,Fair,78.98421873836212,302.2006775489955,313.0537988691075,1227.4693402815092,50.47113979428666,None,L,904,0
EQUIP_001,2024-08-30 22:32:16.408640,1,Poor,79.04775236092864,300.68898309892626,312.9789721956073,1232.6091353126199,51.20512050838309,None,L,912,0
EQUIP_001,2024-08-31 06:32:16.408640,2,Fair,79.17801235146693,300.6775034521487,311.55509773051176,1217.1449021599053,52.31337075475485,None,L,920,0
EQUIP_001,2024-08-31 14:32:16.408640,2,Fair,79.2693070771497,303.62926637013425,315.24657656044445,1212.14181075708,51.42106606312515,None,L,928,0
EQUIP_001,2024-08-31 22:32:16.408640,1,Poor,79.3835620885625,302.51466643226075,314.86898132656347,1223.9800605176042,51.038498451753775,None,L,936,0
EQUIP_001,2024-09-01 06:32:16.408640,2,Fair,79.4538729192503,303.46606735485364,313.4754236824326,1211.3263630908498,51.95374895132658,None,L,944,0
EQUIP_001,2024-09-01 14:32:16.408640,2,Fair,79.54356608268006,301.8225136176899,311.9848184944015,1247.2273799817337,49.57549691219174,None,L,952,0
EQUIP_001,2024-09-01 22:32:16.408640,1,Poor,79.63591985158098,301.62791644195903,315.217045163581,1238.4305922505569,50.70775695492746,None,L,960,0
EQUIP_001,2024-09-02 06:32:16.408640,1,Poor,79.72467823698044,303.3998620601995,315.4939616625194,1205.9615618028251,49.065191515583734,None,L,968,0
EQUIP_001,2024-09-02 14:32:16.408640,1,Poor,79.73976881709514,300.4846129632826,312.9493669954681,1214.2509429394618,47.33348011409807,None,L,976,0
EQUIP_001,2024-09-02 22:32:16.408640,2,Fair,79.77675670189953,302.264193132579,313.9626865981626,1252.1666712281478,48.05302860641317,None,L,984,0
EQUIP_001,2024-09-03 06:32:16.408640,1,Poor,79.84984386489754,301.4483456318232,313.52346155925466,1233.765428291446,47.797285412891426,None,L,992,0
EQUIP_001,2024-09-03 14:32:16.408640,2,Fair,79.96037914552976,302.47173619382716,314.36212601773843,1225.4183559797816,55.22830073037292,None,L,1000,0
EQUIP_001,2024-09-03 22:32:16.408640,2,Fair,80.01457100613894,301.6820136427523,312.6134901385962,1243.9306374009666,53.08220354632773,None,L,1008,0
EQUIP_001,2024-09-04 06:32:16.408640,1,Poor,80.0662253207699,301.7306285450336,314.5788797670674,1223.3001436412324,46.98846451183555,None,L,1016,0
EQUIP_001,2024-09-04 14:32:16.408640,2,Fair,80.10624233252396,302.46982224945043,312.6522174262238,1210.9145180872697,50.72997814556963,None,L,1024,0
EQUIP_001,2024-09-04 22:32:16.408640,2,Fair,80.21308278089003,302.1175185594388,312.3651027378969,1189.9945785840453,48.622628268615436,None,L,1032,0
EQUIP_001,2024-09-05 06:32:16.408640,2,Fair,80.25306818504295,302.29146932126287,312.7998908062339,1223.1543355172587,50.10746183937182,None,L,1040,0
EQUIP_001,2024-09-05 14:32:16.408640,1,Poor,80.43905742904518,301.79548748527,315.2144762276282,1232.0903644343148,53.982690754541416,None,L,1048,0
EQUIP_001,2024-09-05 22:32:16.408640,1,Poor,80.53886418069598,302.61501055443074,314.8688114496977,1228.1552811957463,52.3665295325678,None,L,1056,0
EQUIP_001,2024-09-06 06:32:16.408640,2,Fair,80.7227560240841,302.1277957503901,313.8267682847229,1242.1081296772609,48.461035905923325,None,L,1064,0
EQUIP_001,2024-09-06 14:32:16.408640,2,Fair,80.83610798407751,302.71266710755,313.89542181764097,1217.6622231485994,47.33712452193831,None,L,1072,0
EQUIP_001,2024-09-06 22:32:16.408640,2,Fair,80.97748948124543,301.9827359833813,313.9388568714512,1221.4387596311833,53.44337875166839,None,L,1080,0
EQUIP_001,2024-09-07 06:32:16.408640,1,Poor,81.16575767191331,300.8147654380844,312.9100298858403,1219.705371536116,52.40359815925176,None,L,1088,0
EQUIP_001,2024-09-07 14:32:16.408640,3,Good,81.19884036106654,303.53136860439014,311.2457765482469,1203.9579588924223,50.95790754699495,None,L,1096,0
EQUIP_001,2024-09-07 22:32:16.408640,1,Poor,81.2739981584164,300.2026697539549,312.7417941209002,1254.4214864150065,47.168252365119216,None,L,1104,0
EQUIP_001,2024-09-08 06:32:16.408640,1,Poor,81.30726537439513,303.02948479309407,315.3329725272306,1242.4629167452467,49.715843781804004,None,L,1112,0
EQUIP_001,2024-09-08 14:32:16.408640,1,Poor,81.33632374333257,301.03608049347133,316.16459086119227,1233.798899865446,49.74976542179473,None,L,1120,0
EQUIP_001,2024-09-08 22:32:16.408640,2,Fair,81.36216440206307,303.78694798162525,314.3809322533009,1214.4611306726717,50.740197176082276,None,L,1128,0
EQUIP_001,2024-09-09 06:32:16.408640,2,Fair,81.43151229006556,302.7734122016789,314.5379861207495,1195.2229532122012,50.853956548917886,None,L,1136,0
EQUIP_001,2024-09-09 14:32:16.408640,3,Good,81.52818557356679,303.0298922858761,312.0083735533976,1213.5113431593022,50.96485787463761,None,L,1144,0
EQUIP_001,2024-09-09 22:32:16.408640,1,Poor,81.5715666364589,301.5372927891195,313.5779335774993,1181.3388578394397,51.360658044818166,None,L,1152,0
EQUIP_001,2024-09-10 06:32:16.408640,1,Poor,81.62928953181218,300.35576358791866,313.3329345383672,1199.929313212967,55.327085365470374,None,L,1160,0
EQUIP_001,2024-09-10 14:32:16.408640,2,Fair,81.68453800126346,302.68293434587287,314.33916069662905,1213.556340809556,49.004329131375115,None,L,1168,0
EQUIP_001,2024-09-10 22:32:16.408640,1,Poor,81.76763900793617,301.10786273436923,314.4102881750387,1250.8297677140836,48.37257557306772,None,L,1176,0
EQUIP_001,2024-09-11 06:32:16.408640,2,Fair,81.85342701370477,302.1158596181866,312.4707336596666,1217.5945531441648,47.98818606007292,None,L,1184,0
EQUIP_001,2024-09-11 14:32:16.408640,2,Fair,81.90506102601809,302.8890309898864,314.02513745928525,1196.7732797263252,53.965134971733185,None,L,1192,0
EQUIP_001,2024-09-11 22:32:16.408640,1,Poor,82.01369932120974,301.7037958963734,315.28070760240786,1215.4144316773493,52.177634358427156,None,L,1200,0
EQUIP_001,2024-09-12 06:32:16.408640,2,Fair,82.31558898162668,301.5910044095514,313.0297870841029,1216.3455030277287,48.06813958194051,None,L,1208,0
EQUIP_001,2024-09-12 14:32:16.408640,3,Good,82.36921283001254,305.35046668287526,313.45087914106995,1192.521033395092,51.7812599394278,None,L,1216,0
EQUIP_001,2024-09-12 22:32:16.408640,2,Fair,82.45502342711792,302.4235063506048,312.8248052370139,1216.0575422553875,52.48660711169064,None,L,1224,0
EQUIP_001,2024-09-13 06:32:16.408640,2,Fair,82.53141136552928,300.38254773510175,312.20906467041743,1178.9411293050537,54.38319824041894,None,L,1232,0
EQUIP_001,2024-09-13 14:32:16.408640,3,Good,82.70556615205304,302.26038419589486,311.0801367661029,1198.9635159659845,51.89147544737581,None,L,1240,0
EQUIP_001,2024-09-13 22:32:16.408640,2,Fair,82.80101553264967,303.7165923465485,314.7992071418556,1218.9313321592067,48.803942413354804,None,L,1248,0
EQUIP_001,2024-09-14 06:32:16.408640,1,Poor,82.85363503162904,301.60927712045464,314.09951245120567,1204.3506056351684,46.79878608783022,None,L,1256,0
EQUIP_001,2024-09-14 14:32:16.408640,1,Poor,82.93375577438636,300.00176169108823,313.9628751745998,1186.1263198196534,50.89861536781353,None,L,1264,0
EQUIP_001,2024-09-14 22:32:16.408640,3,Good,82.95834150713279,303.4940212421124,311.19941440946457,1204.4203674782104,45.87722927825681,None,L,1272,0
EQUIP_001,2024-09-15 06:32:16.408640,3,Good,83.05918198866269,302.96724907633467,311.45304295506816,1192.3307242151645,51.32211951038015,None,L,1280,0
EQUIP_001,2024-09-15 14:32:16.408640,3,Good,83.12343029262163,304.4355937882893,314.15939750535347,1236.5896129465375,49.610239483967284,None,L,1288,0
EQUIP_001,2024-09-15 22:32:16.408640,2,Fair,83.23375658601401,302.34976417317165,312.5392906562698,1206.502367350495,48.09183550660928,None,L,1296,0
EQUIP_001,2024-09-16 06:32:16.408640,1,Poor,83.32226955475677,300.24553242094674,313.81489946669933,1218.365235483739,49.97027098683821,None,L,1304,0
EQUIP_001,2024-09-16 14:32:16.408640,1,Poor,83.49718360571244,301.4041069031146,314.2222827403688,1188.8737712171837,51.59501844521091,None,L,1312,0
EQUIP_001,2024-09-16 22:32:16.408640,2,Fair,83.54638948166507,304.26857359495096,314.4442141066961,1189.1626324271022,50.19179533172255,None,L,1320,0
EQUIP_001,2024-09-17 06:32:16.408640,2,Fair,83.83747046568585,301.8382892595003,313.70413238949317,1211.4501691227533,51.201337175935805,None,L,1328,0
EQUIP_001,2024-09-17 14:32:16.408640,2,Fair,83.96920705817195,301.12420400832144,312.4093522453949,1213.100268401372,52.36325760169164,None,L,1336,0
EQUIP_001,2024-09-17 22:32:16.408640,2,Fair,58.826101505627435,302.8806526455235,314.1486808667737,1171.640078120864,48.32959726661565,Light Maintenance,L,1344,0
EQUIP_001,2024-09-18 06:32:16.408640,1,Poor,58.95425079001223,302.994631022857,315.5165852631175,1277.3400656838066,49.706272882722736,None,L,1352,0
EQUIP_001,2024-09-18 14:32:16.408640,2,Fair,58.98725825701953,301.033837542444,311.15726994459163,1264.468669313414,52.640189127850675,None,L,1360,0
EQUIP_001,2024-09-18 22:32:16.408640,1,Poor,59.035777119849904,300.98909204853805,313.85219710273986,1268.116570684564,51.69364867861282,None,L,1368,0
EQUIP_001,2024-09-19 06:32:16.408640,1,Poor,59.26252419256996,302.35859622670546,315.27358405526826,1272.4891840915889,49.427758455374274,None,L,1376,0
EQUIP_001,2024-09-19 14:32:16.408640,1,Poor,59.28449406845556,300.66973434013374,317.0608032958842,1296.5838355735862,50.86211144747579,None,L,1384,0
EQUIP_001,2024-09-19 22:32:16.408640,1,Poor,59.410766515188065,302.0495903651063,314.18282927323617,1277.4912139073606,50.60599109780549,None,L,1392,0
